Date,State_Name,District_Name,Pincode,Total_Enrolments,Total_Updates,Age_Group_0_18,Age_Group_19_40,Age_Group_41_60,Age_Group_60_Plus
2023-10-15,Odisha,Odisha_District_1,607575,1764,245,391,841,384,148
2023-10-15,Assam,Assam_District_1,820645,1373,161,320,563,289,201
2023-10-16,Maharashtra,Maharashtra_District_5,381497,10362,2715,2539,4807,2485,531
2023-10-16,Uttar Pradesh,Uttar_District_3,688911,15255,3914,3714,7503,3491,547
2023-10-16,Karnataka,Karnataka_District_2,362031,8162,972,2243,3282,1996,641
2023-10-16,Tamil Nadu,Tamil_District_4,876344,9330,1468,2340,3906,2301,783
2023-10-16,Delhi,Delhi_District_7,997715,5339,1402,1327,2425,1088,499
2023-10-16,West Bengal,West_District_3,943637,6423,670,1559,2970,1376,518
2023-10-16,Rajasthan,Rajasthan_District_7,210792,6329,1177,1888,3144,1520,-223
2023-10-16,Gujarat,Gujarat_District_6,103003,6725,778,1914,2972,1671,168
2023-10-16,Madhya Pradesh,Madhya_District_3,711381,4779,847,1065,2278,1118,318
2023-10-16,Bihar,Bihar_District_6,404735,3853,711,777,1920,924,232
2023-10-16,Andhra Pradesh,Andhra_District_5,866266,5110,587,1079,2315,1188,528
2023-10-16,Telangana,Telangana_District_2,608934,4941,1058,1074,2366,1154,347
2023-10-16,Kerala,Kerala_District_2,109825,3637,730,1011,1694,733,199
2023-10-16,Odisha,Odisha_District_5,588508,3280,620,817,1606,737,120
2023-10-16,Assam,Assam_District_7,457730,2737,607,756,1229,599,153
2023-10-17,Maharashtra,Maharashtra_District_6,594345,10522,1280,2873,4985,2392,272
2023-10-17,Uttar Pradesh,Uttar_District_7,604320,15898,2429,4425,6361,3402,1710
2023-10-17,Karnataka,Karnataka_District_6,139054,8244,1685,2366,3343,2025,510
2023-10-17,Tamil Nadu,Tamil_District_6,834310,8905,2653,1943,4056,2193,713
2023-10-17,Delhi,Delhi_District_4,909516,5465,1297,1469,2657,1304,35
2023-10-17,West Bengal,West_District_1,549351,6865,1754,1465,3400,1595,405
2023-10-17,Rajasthan,Rajasthan_District_6,946259,6173,1382,1700,3037,1496,-60
2023-10-17,Gujarat,Gujarat_District_3,466702,6937,1406,1816,3369,1474,278
2023-10-17,Madhya Pradesh,Madhya_District_3,702470,5519,1610,1421,2347,1110,641
2023-10-17,Bihar,Bihar_District_4,352939,4312,1048,945,1725,1009,633
2023-10-17,Andhra Pradesh,Andhra_District_4,957820,4885,955,1264,1981,1120,520
2023-10-17,Telangana,Telangana_District_2,395066,4655,1036,1299,2156,1095,105
2023-10-17,Kerala,Kerala_District_4,245949,3957,764,829,1953,961,214
2023-10-17,Odisha,Odisha_District_3,133118,3528,678,909,1755,793,71
2023-10-17,Assam,Assam_District_2,130410,3051,716,640,1408,719,284
2023-10-18,Maharashtra,Maharashtra_District_4,140163,10214,1158,2722,4656,2197,639
2023-10-18,Uttar Pradesh,Uttar_District_4,666490,15273,4074,4308,7181,3056,728
2023-10-18,Karnataka,Karnataka_District_6,566322,7984,1122,1884,3674,1732,694
2023-10-18,Tamil Nadu,Tamil_District_7,633791,9318,2065,2543,4387,1906,482
2023-10-18,Delhi,Delhi_District_4,482872,5511,1387,1318,2292,1208,693
2023-10-18,West Bengal,West_District_7,968065,6048,1238,1506,2882,1488,172
2023-10-18,Rajasthan,Rajasthan_District_5,334244,5666,1298,1499,2366,1264,537
2023-10-18,Gujarat,Gujarat_District_5,337751,6747,827,1594,3199,1412,542
2023-10-18,Madhya Pradesh,Madhya_District_4,960179,5092,1510,1410,2374,1035,273
2023-10-18,Bihar,Bihar_District_1,382271,4244,554,1253,1846,853,292
2023-10-18,Andhra Pradesh,Andhra_District_6,521667,4807,783,1072,2261,1086,388
2023-10-18,Telangana,Telangana_District_6,728457,4663,828,1329,2204,1093,37
2023-10-18,Kerala,Kerala_District_2,879224,3405,517,933,1420,775,277
2023-10-18,Odisha,Odisha_District_2,653599,3261,908,760,1491,723,287
2023-10-18,Assam,Assam_District_6,828346,2465,653,568,1034,504,359
2023-10-19,Maharashtra,Maharashtra_District_3,627579,10127,1667,2136,4231,2073,1687
2023-10-19,Uttar Pradesh,Uttar_District_4,459378,15810,4734,4564,7477,3339,430
2023-10-19,Karnataka,Karnataka_District_3,408879,8217,1414,1998,4065,1676,478
2023-10-19,Tamil Nadu,Tamil_District_4,425222,9141,1282,2541,4222,2271,107
2023-10-19,Delhi,Delhi_District_5,484029,4754,1303,1367,2057,1050,280
2023-10-19,West Bengal,West_District_5,299785,6435,1612,1750,2948,1608,129
2023-10-19,Rajasthan,Rajasthan_District_1,342294,5581,562,1370,2563,1394,254
2023-10-19,Gujarat,Gujarat_District_7,734939,6646,1129,1656,2953,1614,423
2023-10-19,Madhya Pradesh,Madhya_District_2,622256,5477,1114,1181,2538,1165,593
2023-10-19,Bihar,Bihar_District_7,834583,4260,885,1092,1813,966,389
2023-10-19,Andhra Pradesh,Andhra_District_2,922657,5003,1230,1152,2192,1085,574
2023-10-19,Telangana,Telangana_District_5,550897,4894,1204,1142,2305,1193,254
2023-10-19,Kerala,Kerala_District_7,485597,3512,965,897,1532,824,259
2023-10-19,Odisha,Odisha_District_1,242094,3369,568,923,1467,742,237
2023-10-19,Assam,Assam_District_3,174571,2264,655,537,1045,540,142
2023-10-20,Maharashtra,Maharashtra_District_2,425135,9956,1772,1998,4691,2080,1187
2023-10-20,Uttar Pradesh,Uttar_District_5,647672,15224,2430,3649,7171,3410,994
2023-10-20,Karnataka,Karnataka_District_7,811618,8037,2325,1718,3561,1914,844
2023-10-20,Tamil Nadu,Tamil_District_6,371778,8744,2065,2103,3766,2036,839
2023-10-20,Delhi,Delhi_District_5,631133,4957,1026,1201,2053,1067,636
2023-10-20,West Bengal,West_District_1,306211,6076,1078,1753,2857,1398,68
2023-10-20,Rajasthan,Rajasthan_District_1,209951,5371,862,1295,2464,1170,442
2023-10-20,Gujarat,Gujarat_District_1,946045,6907,1288,1708,3198,1624,377
2023-10-20,Madhya Pradesh,Madhya_District_3,415346,5501,847,1208,2454,1110,729
2023-10-20,Bihar,Bihar_District_1,197953,3972,1126,909,1744,882,437
2023-10-20,Andhra Pradesh,Andhra_District_4,351729,4873,923,1418,2334,1053,68
2023-10-20,Telangana,Telangana_District_7,908368,4753,840,1254,1928,1014,557
2023-10-20,Kerala,Kerala_District_2,523426,3462,874,710,1704,812,236
2023-10-20,Odisha,Odisha_District_7,833472,3270,944,929,1600,719,22
2023-10-20,Assam,Assam_District_7,593346,2974,829,874,1416,717,-33
2023-10-21,Maharashtra,Maharashtra_District_3,448794,6505,1636,1856,2996,1611,42
2023-10-21,Uttar Pradesh,Uttar_District_7,930510,9370,1037,2161,3832,2043,1334
2023-10-21,Karnataka,Karnataka_District_1,760069,4541,1355,961,1966,1005,609
2023-10-21,Tamil Nadu,Tamil_District_1,547144,5822,1466,1430,2378,1251,763
2023-10-21,Delhi,Delhi_District_2,792750,2917,320,614,1247,677,379
2023-10-21,West Bengal,West_District_2,644924,4234,692,1226,1696,986,326
2023-10-21,Rajasthan,Rajasthan_District_4,487952,3584,555,723,1665,782,414
2023-10-21,Gujarat,Gujarat_District_4,631786,4061,465,1037,1853,909,262
2023-10-21,Madhya Pradesh,Madhya_District_2,680841,2993,588,849,1482,679,-17
2023-10-21,Bihar,Bihar_District_1,767081,2392,459,712,1186,523,-29
2023-10-21,Andhra Pradesh,Andhra_District_5,256733,3172,358,908,1438,634,192
2023-10-21,Telangana,Telangana_District_2,739266,2480,410,529,1223,501,227
2023-10-21,Kerala,Kerala_District_7,952048,2659,721,731,1320,648,-40
2023-10-21,Odisha,Odisha_District_6,917743,1844,273,376,864,435,169
2023-10-21,Assam,Assam_District_2,442787,1910,236,464,921,383,142
2023-10-22,Maharashtra,Maharashtra_District_1,562076,6240,1154,1406,2770,1529,535
2023-10-22,Uttar Pradesh,Uttar_District_4,589463,8995,2041,2076,4053,2087,779
2023-10-22,Karnataka,Karnataka_District_1,236081,4527,764,987,1855,1109,576
2023-10-22,Tamil Nadu,Tamil_District_6,795216,5446,1229,1107,2467,1240,632
2023-10-22,Delhi,Delhi_District_1,502403,3166,698,633,1318,774,441
2023-10-22,West Bengal,West_District_1,289123,4345,917,956,2022,880,487
2023-10-22,Rajasthan,Rajasthan_District_5,739306,3451,943,772,1526,827,326
2023-10-22,Gujarat,Gujarat_District_3,361650,4241,676,1061,1914,978,288
2023-10-22,Madhya Pradesh,Madhya_District_4,517634,3121,516,851,1420,627,223
2023-10-22,Bihar,Bihar_District_6,233738,2738,598,743,1108,623,264
2023-10-22,Andhra Pradesh,Andhra_District_7,804157,3187,703,800,1299,734,354
2023-10-22,Telangana,Telangana_District_7,428905,2925,470,769,1343,619,194
2023-10-22,Kerala,Kerala_District_2,705024,2788,353,742,1306,610,130
2023-10-22,Odisha,Odisha_District_7,366370,1699,329,440,807,420,32
2023-10-22,Assam,Assam_District_2,959542,1945,336,448,821,409,267
2023-10-23,Maharashtra,Maharashtra_District_7,686814,9931,2473,2238,4789,2319,585
2023-10-23,Uttar Pradesh,Uttar_District_7,152299,15917,4067,3534,6492,3666,2225
2023-10-23,Karnataka,Karnataka_District_3,250395,8241,1649,2259,3913,2018,51
2023-10-23,Tamil Nadu,Tamil_District_1,542205,8895,2178,1961,4360,1978,596
2023-10-23,Delhi,Delhi_District_3,300187,5546,902,1213,2412,1189,732
2023-10-23,West Bengal,West_District_4,806375,6546,835,1806,2993,1423,324
2023-10-23,Rajasthan,Rajasthan_District_1,478598,5753,685,1197,2493,1380,683
2023-10-23,Gujarat,Gujarat_District_4,848229,6666,1498,1761,2805,1421,679
2023-10-23,Madhya Pradesh,Madhya_District_4,715882,5155,649,1289,2105,1237,524
2023-10-23,Bihar,Bihar_District_6,394470,3530,455,742,1722,781,285
2023-10-23,Andhra Pradesh,Andhra_District_2,263700,4816,1431,1128,2344,1053,291
2023-10-23,Telangana,Telangana_District_7,710033,4529,1033,1232,1852,1014,431
2023-10-23,Kerala,Kerala_District_4,450329,3605,568,920,1599,788,298
2023-10-23,Odisha,Odisha_District_6,197168,3746,736,1023,1537,877,309
2023-10-23,Assam,Assam_District_1,253791,2968,807,596,1431,611,330
2023-10-24,Maharashtra,Maharashtra_District_2,612137,10323,2579,2583,4663,2191,886
2023-10-24,Uttar Pradesh,Uttar_District_5,330508,15774,2334,3806,7360,3421,1187
2023-10-24,Karnataka,Karnataka_District_6,647748,7478,2035,2134,3211,1653,480
2023-10-24,Tamil Nadu,Tamil_District_7,845706,9086,2717,2414,3651,2063,958
2023-10-24,Delhi,Delhi_District_4,849744,5512,1025,1405,2508,1226,373
2023-10-24,West Bengal,West_District_4,178202,6768,1444,1491,3154,1491,632
2023-10-24,Rajasthan,Rajasthan_District_4,179744,5944,1650,1432,2750,1399,363
2023-10-24,Gujarat,Gujarat_District_5,509905,6780,1191,1586,3311,1459,424
2023-10-24,Madhya Pradesh,Madhya_District_2,714843,4760,488,1110,2175,1030,445
2023-10-24,Bihar,Bihar_District_7,540768,4371,745,1046,2061,1003,261
2023-10-24,Andhra Pradesh,Andhra_District_5,951611,5217,691,1340,2507,1130,240
2023-10-24,Telangana,Telangana_District_3,228331,4791,1298,1081,1961,1165,584
2023-10-24,Kerala,Kerala_District_5,118635,3664,616,1061,1513,758,332
2023-10-24,Odisha,Odisha_District_4,368873,3094,326,769,1242,679,404
2023-10-24,Assam,Assam_District_2,573865,2139,248,464,1059,484,132
2023-10-25,Maharashtra,Maharashtra_District_5,925889,10398,1869,2796,5094,2556,-48
2023-10-25,Uttar Pradesh,Uttar_District_7,733539,15852,2053,3694,7368,3773,1017
2023-10-25,Karnataka,Karnataka_District_2,922350,8020,1045,1880,3931,1723,486
2023-10-25,Tamil Nadu,Tamil_District_6,627995,9130,2156,2533,3951,2243,403
2023-10-25,Delhi,Delhi_District_7,887363,5603,775,1460,2736,1258,149
2023-10-25,West Bengal,West_District_3,939434,6654,812,1644,3257,1439,314
2023-10-25,Rajasthan,Rajasthan_District_3,851299,5358,859,1487,2247,1173,451
2023-10-25,Gujarat,Gujarat_District_1,491055,6306,774,1492,2667,1354,793
2023-10-25,Madhya Pradesh,Madhya_District_2,891300,4808,1234,987,2088,1182,551
2023-10-25,Bihar,Bihar_District_2,188459,4306,496,1247,1959,927,173
2023-10-25,Andhra Pradesh,Andhra_District_3,916409,5094,1181,1181,2384,1245,284
2023-10-25,Telangana,Telangana_District_6,637649,4299,1011,1069,2076,908,246
2023-10-25,Kerala,Kerala_District_6,876848,3569,859,1003,1525,846,195
2023-10-25,Odisha,Odisha_District_6,125741,3461,938,772,1673,737,279
2023-10-25,Assam,Assam_District_4,535280,2287,543,591,977,553,166
2023-10-26,Maharashtra,Maharashtra_District_1,832794,10328,2957,2106,4623,2247,1352
2023-10-26,Uttar Pradesh,Uttar_District_6,346324,15902,4002,4190,6574,3751,1387
2023-10-26,Karnataka,Karnataka_District_7,294405,8222,1881,2336,3427,2025,434
2023-10-26,Tamil Nadu,Tamil_District_7,388815,9127,1801,2165,4388,1954,620
2023-10-26,Delhi,Delhi_District_4,502253,5264,1151,1539,2406,1274,45
2023-10-26,West Bengal,West_District_4,565971,6392,1415,1311,3030,1569,482
2023-10-26,Rajasthan,Rajasthan_District_7,220334,5547,1499,1467,2568,1235,277
2023-10-26,Gujarat,Gujarat_District_1,607305,6717,925,1678,3255,1463,321
2023-10-26,Madhya Pradesh,Madhya_District_7,678468,5176,676,1404,2429,1243,100
2023-10-26,Bihar,Bihar_District_6,557716,4001,486,939,1725,826,511
2023-10-26,Andhra Pradesh,Andhra_District_6,542468,4715,1401,1020,2067,1104,524
2023-10-26,Telangana,Telangana_District_4,794109,4113,868,940,1986,945,242
2023-10-26,Kerala,Kerala_District_5,490721,4273,561,1109,1912,906,346
2023-10-26,Odisha,Odisha_District_5,186580,3144,529,828,1489,650,177
2023-10-26,Assam,Assam_District_7,993527,2718,734,614,1295,591,218
2023-10-27,Maharashtra,Maharashtra_District_3,498820,10164,1673,2516,4278,2373,997
2023-10-27,Uttar Pradesh,Uttar_District_1,255021,15153,2459,3620,6167,3542,1824
2023-10-27,Karnataka,Karnataka_District_2,493778,7850,1573,1993,3552,1745,560
2023-10-27,Tamil Nadu,Tamil_District_3,633112,9522,1742,1982,3862,1904,1774
2023-10-27,Delhi,Delhi_District_1,511905,5328,1130,1226,2304,1285,513
2023-10-27,West Bengal,West_District_1,876778,6862,1264,1485,3360,1531,486
2023-10-27,Rajasthan,Rajasthan_District_6,454913,5411,1315,1251,2169,1208,783
2023-10-27,Gujarat,Gujarat_District_2,640673,6116,1678,1716,2855,1270,275
2023-10-27,Madhya Pradesh,Madhya_District_7,283638,5480,1399,1409,2565,1222,284
2023-10-27,Bihar,Bihar_District_7,834144,3782,714,859,1576,756,591
2023-10-27,Andhra Pradesh,Andhra_District_7,864347,5000,751,1128,2398,1203,271
2023-10-27,Telangana,Telangana_District_5,388193,4329,479,1063,1894,911,461
2023-10-27,Kerala,Kerala_District_4,861347,3927,752,1054,1772,828,273
2023-10-27,Odisha,Odisha_District_7,293331,3002,792,717,1231,641,413
2023-10-27,Assam,Assam_District_2,985056,2512,603,507,1117,600,288
2023-10-28,Maharashtra,Maharashtra_District_7,726629,6157,841,1527,2756,1443,431
2023-10-28,Uttar Pradesh,Uttar_District_3,545789,9186,2439,2176,3719,1850,1441
2023-10-28,Karnataka,Karnataka_District_7,187972,4978,654,1487,2243,1055,193
2023-10-28,Tamil Nadu,Tamil_District_7,920604,5190,696,1331,2209,1217,433
2023-10-28,Delhi,Delhi_District_7,457049,3130,897,685,1371,667,407
2023-10-28,West Bengal,West_District_6,255031,3665,848,847,1567,747,504
2023-10-28,Rajasthan,Rajasthan_District_2,273130,3598,874,885,1641,862,210
2023-10-28,Gujarat,Gujarat_District_5,576669,4090,1071,1189,1706,905,290
2023-10-28,Madhya Pradesh,Madhya_District_1,655733,2892,662,747,1184,647,314
2023-10-28,Bihar,Bihar_District_1,120132,2359,472,688,970,528,173
2023-10-28,Andhra Pradesh,Andhra_District_4,805302,3523,547,826,1674,756,267
2023-10-28,Telangana,Telangana_District_7,849003,2663,624,788,1168,581,126
2023-10-28,Kerala,Kerala_District_3,448619,2814,305,787,1383,573,71
2023-10-28,Odisha,Odisha_District_3,169934,1498,309,342,698,371,87
2023-10-28,Assam,Assam_District_1,557693,1320,304,275,597,308,140
2023-10-29,Maharashtra,Maharashtra_District_5,202530,5898,1402,1473,2752,1202,471
2023-10-29,Uttar Pradesh,Uttar_District_5,425567,9685,1381,2765,4740,2191,-11
2023-10-29,Karnataka,Karnataka_District_5,897079,4251,615,1249,1749,931,322
2023-10-29,Tamil Nadu,Tamil_District_2,325434,4972,1035,1292,2185,1142,353
2023-10-29,Delhi,Delhi_District_7,504092,3024,813,777,1396,616,235
2023-10-29,West Bengal,West_District_5,297322,3540,953,878,1422,884,356
2023-10-29,Rajasthan,Rajasthan_District_1,999707,3742,1060,1084,1797,793,68
2023-10-29,Gujarat,Gujarat_District_1,861670,4251,1251,903,1750,1052,546
2023-10-29,Madhya Pradesh,Madhya_District_1,426312,3469,458,826,1599,832,212
2023-10-29,Bihar,Bihar_District_2,923325,2308,400,594,1138,563,13
2023-10-29,Andhra Pradesh,Andhra_District_1,611407,3267,914,908,1594,696,69
2023-10-29,Telangana,Telangana_District_3,595713,3004,782,614,1318,668,404
2023-10-29,Kerala,Kerala_District_4,562103,2756,408,654,1110,622,370
2023-10-29,Odisha,Odisha_District_2,410903,2279,262,533,1038,475,233
2023-10-29,Assam,Assam_District_7,259125,1492,164,344,614,345,189
2023-10-30,Maharashtra,Maharashtra_District_6,421410,10131,1106,2664,4587,2459,421
2023-10-30,Uttar Pradesh,Uttar_District_5,623437,15973,2217,3833,6556,3736,1848
2023-10-30,Karnataka,Karnataka_District_4,688203,7592,2196,1619,3292,1680,1001
2023-10-30,Tamil Nadu,Tamil_District_1,757435,8973,2436,2505,3685,1926,857
2023-10-30,Delhi,Delhi_District_5,520545,4845,1000,1185,1984,970,706
2023-10-30,West Bengal,West_District_6,355748,6177,1441,1391,2472,1472,842
2023-10-30,Rajasthan,Rajasthan_District_3,411330,6058,936,1574,2497,1495,492
2023-10-30,Gujarat,Gujarat_District_3,856638,6645,1613,1560,3085,1647,353
2023-10-30,Madhya Pradesh,Madhya_District_5,818214,5052,645,1338,2495,1015,204
2023-10-30,Bihar,Bihar_District_2,984562,4333,1223,941,1899,877,616
2023-10-30,Andhra Pradesh,Andhra_District_4,483450,4831,1108,1066,2006,1005,754
2023-10-30,Telangana,Telangana_District_3,205941,4597,1048,1275,2288,960,74
2023-10-30,Kerala,Kerala_District_1,235978,4165,610,861,1827,906,571
2023-10-30,Odisha,Odisha_District_5,767803,3728,702,995,1574,841,318
2023-10-30,Assam,Assam_District_6,963818,2300,491,460,1062,569,209
2023-10-31,Maharashtra,Maharashtra_District_4,558727,9942,2143,2126,4543,2046,1227
2023-10-31,Uttar Pradesh,Uttar_District_7,289489,15976,1749,4362,6734,3368,1512
2023-10-31,Karnataka,Karnataka_District_3,646084,8177,1118,1722,3604,1941,910
2023-10-31,Tamil Nadu,Tamil_District_6,794400,8953,918,1874,3705,2109,1265
2023-10-31,Delhi,Delhi_District_6,199105,4873,833,1432,2244,1001,196
2023-10-31,West Bengal,West_District_1,627343,6103,1680,1664,2639,1266,534
2023-10-31,Rajasthan,Rajasthan_District_5,357400,6198,832,1704,2536,1484,474
2023-10-31,Gujarat,Gujarat_District_3,572870,6045,740,1261,2924,1482,378
2023-10-31,Madhya Pradesh,Madhya_District_7,439511,5199,939,1148,2300,1216,535
2023-10-31,Bihar,Bihar_District_1,133200,4252,485,1158,2116,1030,-52
2023-10-31,Andhra Pradesh,Andhra_District_5,231794,5193,1465,1226,2580,1247,140
2023-10-31,Telangana,Telangana_District_1,523107,4071,919,1183,2032,982,-126
2023-10-31,Kerala,Kerala_District_1,665388,4334,1094,1221,1832,960,321
2023-10-31,Odisha,Odisha_District_7,793380,3652,1016,782,1526,849,495
2023-10-31,Assam,Assam_District_4,805012,2618,265,551,1242,622,203
2023-11-01,Maharashtra,Maharashtra_District_1,529157,7868,1976,1699,3629,1839,701
2023-11-01,Uttar Pradesh,Uttar_District_7,877952,12141,1681,3091,5919,3010,121
2023-11-01,Karnataka,Karnataka_District_6,981692,5990,1353,1305,2461,1377,847
2023-11-01,Tamil Nadu,Tamil_District_1,520654,6562,1231,1638,3216,1579,129
2023-11-01,Delhi,Delhi_District_3,840418,4134,476,1093,2007,935,99
2023-11-01,West Bengal,West_District_5,564431,4974,1210,1128,2128,1104,614
2023-11-01,Rajasthan,Rajasthan_District_5,763905,4364,978,1197,1750,897,520
2023-11-01,Gujarat,Gujarat_District_3,873456,4778,1008,975,2084,1135,584
2023-11-01,Madhya Pradesh,Madhya_District_6,677721,4179,730,887,2081,945,266
2023-11-01,Bihar,Bihar_District_7,647198,2722,329,730,1336,586,70
2023-11-01,Andhra Pradesh,Andhra_District_5,205909,4240,619,915,1992,874,459
2023-11-01,Telangana,Telangana_District_4,837802,3414,610,878,1621,751,164
2023-11-01,Kerala,Kerala_District_6,549794,2888,512,852,1296,660,80
2023-11-01,Odisha,Odisha_District_3,429125,2080,620,427,919,427,307
2023-11-01,Assam,Assam_District_6,276139,2250,448,593,1092,498,67
2023-11-02,Maharashtra,Maharashtra_District_7,665730,7929,2215,2315,3327,1821,466
2023-11-02,Uttar Pradesh,Uttar_District_4,178500,11581,1689,2360,5726,2625,870
2023-11-02,Karnataka,Karnataka_District_5,737853,6351,1021,1373,2993,1391,594
2023-11-02,Tamil Nadu,Tamil_District_4,635011,7258,1949,2159,3253,1467,379
2023-11-02,Delhi,Delhi_District_6,690150,3504,408,869,1740,774,121
2023-11-02,West Bengal,West_District_2,659855,4608,583,1267,2287,1078,-24
2023-11-02,Rajasthan,Rajasthan_District_6,155942,4642,1352,1292,2108,1049,193
2023-11-02,Gujarat,Gujarat_District_3,545143,5101,953,1345,2053,1142,561
2023-11-02,Madhya Pradesh,Madhya_District_4,676723,3545,754,1043,1481,760,261
2023-11-02,Bihar,Bihar_District_6,157754,3176,400,819,1543,786,28
2023-11-02,Andhra Pradesh,Andhra_District_3,960010,4170,764,885,1875,945,465
2023-11-02,Telangana,Telangana_District_5,551423,3962,763,1021,1732,945,264
2023-11-02,Kerala,Kerala_District_3,510236,3262,758,790,1619,680,173
2023-11-02,Odisha,Odisha_District_6,844080,2029,564,441,904,504,180
2023-11-02,Assam,Assam_District_3,894475,2054,526,524,865,497,168
2023-11-03,Maharashtra,Maharashtra_District_4,920473,7666,1518,1725,3375,1679,887
2023-11-03,Uttar Pradesh,Uttar_District_6,901456,12055,2810,2714,5732,2902,707
2023-11-03,Karnataka,Karnataka_District_4,986323,5882,652,1739,2518,1191,434
2023-11-03,Tamil Nadu,Tamil_District_2,405444,6810,873,1484,3175,1640,511
2023-11-03,Delhi,Delhi_District_1,385087,4155,517,919,2000,875,361
2023-11-03,West Bengal,West_District_7,276008,5201,1482,1423,2521,1251,6
2023-11-03,Rajasthan,Rajasthan_District_6,519400,4999,721,1425,2432,1055,87
2023-11-03,Gujarat,Gujarat_District_1,316974,4599,1056,1100,2272,1078,149
2023-11-03,Madhya Pradesh,Madhya_District_2,748488,3570,579,879,1448,882,361
2023-11-03,Bihar,Bihar_District_3,215617,2828,400,653,1216,681,278
2023-11-03,Andhra Pradesh,Andhra_District_3,452780,4014,1189,1177,1900,1002,-65
2023-11-03,Telangana,Telangana_District_7,490857,3014,852,661,1270,628,455
2023-11-03,Kerala,Kerala_District_6,275480,3280,432,870,1375,676,359
2023-11-03,Odisha,Odisha_District_7,230609,2816,526,658,1333,692,133
2023-11-03,Assam,Assam_District_3,426388,2014,465,564,848,425,177
2023-11-04,Maharashtra,Maharashtra_District_3,580704,4563,1316,1024,1933,1070,536
2023-11-04,Uttar Pradesh,Uttar_District_7,493996,6811,1009,1442,3360,1624,385
2023-11-04,Karnataka,Karnataka_District_4,372424,3174,715,834,1540,672,128
2023-11-04,Tamil Nadu,Tamil_District_3,409578,4468,803,1091,1829,911,637
2023-11-04,Delhi,Delhi_District_4,256406,2066,354,496,975,462,133
2023-11-04,West Bengal,West_District_5,955233,3449,919,819,1456,741,433
2023-11-04,Rajasthan,Rajasthan_District_5,371548,2346,247,471,1011,556,308
2023-11-04,Gujarat,Gujarat_District_6,977315,3290,825,937,1559,784,10
2023-11-04,Madhya Pradesh,Madhya_District_4,399924,2813,688,684,1338,630,161
2023-11-04,Bihar,Bihar_District_6,276575,1831,284,457,738,417,219
2023-11-04,Andhra Pradesh,Andhra_District_6,445280,2465,696,654,1099,562,150
2023-11-04,Telangana,Telangana_District_4,179907,1833,333,425,745,411,252
2023-11-04,Kerala,Kerala_District_2,358439,1547,316,379,727,376,65
2023-11-04,Odisha,Odisha_District_1,932719,1696,457,433,781,352,130
2023-11-04,Assam,Assam_District_5,244353,1374,139,360,597,301,116
2023-11-05,Maharashtra,Maharashtra_District_7,224795,4956,1361,1206,2282,1016,452
2023-11-05,Uttar Pradesh,Uttar_District_1,919367,6782,1299,1744,3137,1577,324
2023-11-05,Karnataka,Karnataka_District_7,714113,4031,1030,880,1783,897,471
2023-11-05,Tamil Nadu,Tamil_District_7,715478,4421,1320,1317,1976,1062,66
2023-11-05,Delhi,Delhi_District_3,959196,2874,858,634,1273,661,306
2023-11-05,West Bengal,West_District_1,613043,2806,525,750,1346,654,56
2023-11-05,Rajasthan,Rajasthan_District_4,554434,2833,302,790,1245,568,230
2023-11-05,Gujarat,Gujarat_District_3,887353,3455,395,817,1568,788,282
2023-11-05,Madhya Pradesh,Madhya_District_7,214837,1994,472,544,824,455,171
2023-11-05,Bihar,Bihar_District_5,517810,1540,424,458,668,315,99
2023-11-05,Andhra Pradesh,Andhra_District_4,244631,2274,357,470,999,508,297
2023-11-05,Telangana,Telangana_District_5,334869,2264,406,530,946,490,298
2023-11-05,Kerala,Kerala_District_7,797294,1329,279,315,570,318,126
2023-11-05,Odisha,Odisha_District_2,952457,1776,216,372,747,382,275
2023-11-05,Assam,Assam_District_7,848748,854,159,254,362,213,25
2023-11-06,Maharashtra,Maharashtra_District_5,268680,7970,1066,2184,3643,1705,438
2023-11-06,Uttar Pradesh,Uttar_District_4,176089,12170,2993,3608,5191,2847,524
2023-11-06,Karnataka,Karnataka_District_5,815083,5723,654,1417,2589,1153,564
2023-11-06,Tamil Nadu,Tamil_District_7,951631,7457,2074,1909,3588,1668,292
2023-11-06,Delhi,Delhi_District_6,876469,3977,618,1095,1621,923,338
2023-11-06,West Bengal,West_District_6,955920,5222,1063,1527,2260,1280,155
2023-11-06,Rajasthan,Rajasthan_District_4,823190,4647,1051,1191,2049,1134,273
2023-11-06,Gujarat,Gujarat_District_1,690670,5448,953,1500,2442,1275,231
2023-11-06,Madhya Pradesh,Madhya_District_5,176376,3735,842,938,1783,774,240
2023-11-06,Bihar,Bihar_District_3,379519,2899,595,626,1176,631,466
2023-11-06,Andhra Pradesh,Andhra_District_1,781852,3525,509,957,1529,875,164
2023-11-06,Telangana,Telangana_District_2,550533,3064,445,698,1528,704,134
2023-11-06,Kerala,Kerala_District_1,675440,3362,397,787,1605,839,131
2023-11-06,Odisha,Odisha_District_5,953802,2114,378,426,1001,455,232
2023-11-06,Assam,Assam_District_3,220549,1798,229,426,760,379,233
2023-11-07,Maharashtra,Maharashtra_District_3,850512,8363,1263,1756,3493,1692,1422
2023-11-07,Uttar Pradesh,Uttar_District_3,150605,12165,2329,2697,5785,2822,861
2023-11-07,Karnataka,Karnataka_District_2,253471,6404,1341,1581,2905,1363,555
2023-11-07,Tamil Nadu,Tamil_District_4,476756,7258,898,1892,3465,1729,172
